No,gene,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
3704,HIPK1,,,,0.000380135,,
3705,HIPK4,,,,1.3212E-05,,
3706,HIRIP3,,,,0.000285309,,
3707,HIST1H1A,,,,1.42878E-07,,
3708,HIST1H1B,,,,9.14609E-06,,
3709,HIST1H1C,,,,4.06428E-06,,"chlordiazepoxide, cycloheximide, cyproterone, diflorasone, fumonisin-b1"
3710,HIST1H1D,,,,1.27857E-05,,
3711,HIST1H1E,,,,4.12192E-06,,
3712,HIST1H2AB,,,,0.000103346,,
3713,HIST1H2AC,,,,0.000237349,,"cilostazol, fluorouracil, indometacin, retinol"
3714,HIST1H2AD,,,,2.87948E-05,,
3715,HIST1H2AE,,,,0.000285676,,
3716,HIST1H2AH,,,,1.44242E-05,,
3717,HIST1H2AI,,,,5.60204E-06,,
3718,HIST1H2AJ,,,,1.22745E-07,,
3719,HIST1H2AK,,,,0.000317138,,
3720,HIST1H2AL,,,,0.000211315,,
3721,HIST1H2AM,,,,0.000109583,,
3722,HIST1H2BC,,,,6.67944E-06,,
3723,HIST1H2BD,,,,0.000169392,,"chlordiazepoxide, cyproterone, indometacin, tolfenamic-acid"
3724,HIST1H2BE,,,,0.000132535,,
3725,HIST1H2BF,,,,3.18667E-07,,
3726,HIST1H2BG,,,,2.72003E-06,,
3727,HIST1H2BH,,,,5.44813E-08,,
3728,HIST1H2BI,,,,0.000117405,,
3729,HIST1H2BJ,,,,9.30033E-07,,
3730,HIST1H2BK,,,,1.92776E-06,,verapamil
3731,HIST1H2BM,,,,2.75309E-07,,
3732,HIST1H3B,,,,0.000224849,,
3733,HIST1H3F,,,,2.87908E-05,,
3734,HIST1H3G,,,,1.29393E-05,,
3735,HIST1H3H,,,,0.000519371,,
3736,HIST1H3J,,,,8.91064E-07,,
3737,HIST1H4C,,,,0.00051578,,
3738,HIST1H4F,,,,0.000537217,,
3739,HIST1H4H,,,,1.70258E-10,,
3740,HIST1H4J,,,,4.11745E-06,,
3741,HIST2H2AB,,,,2.05947E-05,,
3742,HIST2H2AC,,,,2.36742E-06,,
3743,HIST2H4A,,,,0.000133069,,
3744,HIST2H4B,,,,0.000382913,,
3745,HIST4H4,,,,2.19537E-05,,
3746,HIVEP3,,,0.000138132,,,
3747,HJURP,,,,1.99242E-05,,
3748,HKDC1,,,,3.91481E-05,,
3749,HLA-A,,,,0.000932643,,
3750,HLA-B,"HP:0002011, HP:0012639, HP:0012759",3,,4.95177E-05,,"domperidone, doxorubicin, naproxen, procarbazine"
3751,HLA-C,,,,6.79712E-05,,
3752,HLA-DMA,,,,9.9112E-10,,"diethylstilbestrol, vinblastine"
3753,HLA-DMB,,,,3.90866E-05,,diphenhydramine
3754,HLA-DOA,,,,9.77581E-17,,
3755,HLA-DOB,,,,2.73248E-11,,
3756,HLA-DPA1,"HP:0002011, HP:0012639",2,,2.20614E-08,,ibuprofen
3757,HLA-DPB1,"HP:0002011, HP:0012639",2,,2.54177E-11,,"flutamide, nimodipine"
3758,HLA-DQA1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0100547",5,,7.16298E-15,,"epinephrine, fluorouracil, haloperidol, phenylbutazone, primidone"
3759,HLA-DQA2,,,,1.37028E-12,,
3760,HLA-DQB1,"HP:0001317, HP:0002011, HP:0002060, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547",8,,2.64366E-11,,"acebutolol, flutamide, vincristine"
3761,HLA-DQB2,,,,4.22431E-06,,
3762,HLA-DRA,,,,6.12192E-13,,"chlorcyclizine, flutamide, ibuprofen, isosorbide, tianeptine"
3763,HLA-DRB1,"HP:0002011, HP:0012639",2,,4.38097E-08,,ibuprofen
3764,HLA-DRB5,,,,3.30559E-11,,
3765,HLA-E,,,,0.000664159,,domperidone
3766,HLA-F,,,,4.24929E-10,,
3767,HLA-G,,,,0.000212968,,
3768,HLTF,,,2.33188E-05,,,
3769,HLX,,,,4.31325E-05,,
3770,HMBS,HP:0012639,1,,5.34773E-07,,
3771,HMCES,,,,3.10836E-06,,
3772,HMCN2,,,,2.52095E-06,,
3773,HMG20A,,,0.014265067,,,
3774,HMG20B,,,,1.93927E-05,,"alitretinoin, cortisone, cyclophosphamide, dimethadione, ethosuximide, mebendazole, vigabatrin"
3775,HMGA1,,,,2.21955E-07,,"calcipotriol, mephenytoin, mitotane, quercetin, tretinoin"
3776,HMGB2,,,,1.12425E-07,,sertaconazole
3777,HMGCL,"HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,,2.91406E-05,,
3778,HMGCLL1,,,0.000164724,,,
3779,HMGCS2,,,,8.70001E-18,,"carbamazepine, daunorubicin, flurbiprofen"
3780,HMGN1,,,,6.01522E-05,,
3781,HMGN2,,,,1.29721E-06,,
3782,HMGN3,,,,4.82262E-11,,domperidone
3783,HMHB1,,,,0.00026351,,
3784,HMMR,,,,1.15309E-05,,
3785,HMOX1,,,,0.000215854,,"acetazolamide, dexketoprofen, lamotrigine, warfarin"
3786,HN1,,,0.000287811,,,
3787,HN1L,,,,1.34084E-07,,
3788,HNF1A,HP:0012759,1,,8.86477E-11,,
3789,HNF1B,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012157, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,,4.0523E-12,,
3790,HNF4A,HP:0012759,1,,7.62254E-24,,
3791,HNRNPA1,"HP:0002011, HP:0002060, HP:0002180, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547",10,,1.19923E-08,,
3792,HNRNPA2B1,"HP:0002011, HP:0002060, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547",9,,3.78183E-08,,
3793,HNRNPAB,,,,3.88863E-06,,
3794,HNRNPC,,,,6.74591E-06,,
3795,HNRNPD,,,,4.56247E-07,,
3796,HNRNPDL,,,,0.000913977,,
3797,HNRNPF,,,,9.61134E-05,,
3798,HNRNPH1,,,,2.87126E-05,,
3799,HNRNPH2,"HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002977, HP:0006919, HP:0007360, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",14,,1.37425E-05,,
3800,HNRNPH3,,,,0.000215938,,
3801,HNRNPK,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,9.43318E-05,,
3802,HNRNPL,,,,3.55268E-07,,"ethotoin, indometacin, vidarabine"
3803,HNRNPM,,,,8.22948E-07,,
3804,HNRNPR,,,,0.000740085,,
3805,HNRNPU,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,3.61013E-06,,
3806,HNRNPUL1,,,,3.58022E-05,,
3807,HNRNPUL2,,,,1.17645E-05,,
3808,HOMER1,,,0.000464896,,,
3809,HOXA1,HP:0012759,1,,8.9451E-09,,
3810,HOXA10,,,,2.93579E-08,,acyclovir
3811,HOXA11,,,,1.34809E-11,,
3812,HOXA13,,,,6.198E-06,,
3813,HOXA2,"HP:0002011, HP:0012443, HP:0012639, HP:0012759",4,,6.72175E-13,,
3814,HOXA3,,,,1.09184E-12,,
3815,HOXA4,,,,4.75417E-19,,
3816,HOXA5,,,,3.06142E-16,,"alpha-estradiol, betamethasone, vincristine"
3817,HOXA6,,,,9.24585E-08,,
3818,HOXA7,,,,1.07202E-12,,
3819,HOXA9,,,,3.25259E-09,,
3820,HOXB2,,,,3.78351E-21,,"caffeine, diazepam, mebendazole, solanine"
3821,HOXB3,,,,8.66412E-11,,
3822,HOXB4,,,,2.43985E-09,,
3823,HOXB5,,,,3.84604E-08,,
3824,HOXB6,,,,9.56668E-07,,"albendazole, dichloroacetic-acid, ethinylestradiol, solanine, trimethadione"
3825,HOXB7,,,,1.86625E-13,,solanine
3826,HOXB8,,,,1.47394E-11,,
3827,HOXB9,,,,4.42072E-09,,
3828,HOXC10,,,,8.95147E-10,,"acyclovir, cortisol, dimethadione, genistein, yohimbine"
3829,HOXC11,,,,4.0579E-08,,
3830,HOXC13,,,,0.000433601,,
3831,HOXC4,,,,6.4039E-19,,
3832,HOXC6,,,,1.65816E-20,,"alpha-estradiol, cortisol, ethinylestradiol, genistein, isoprenaline, prostaglandin-e1, quercetin, trimethadione, TTNPB, warfarin, yohimbine"
3833,HOXC8,,,,1.36892E-06,,
3834,HOXC9,,,,1.23703E-08,,
3835,HOXD10,,,,6.33372E-13,,
3836,HOXD11,,,,3.35138E-12,,
3837,HOXD3,,,,2.45767E-13,,
3838,HOXD4,,,,4.0997E-09,,
3839,HOXD8,,,,4.17494E-13,,
3840,HOXD9,,,,4.20907E-09,,
3841,HP,,,,2.28982E-05,,"AM-580, cortisol, ethionamide, fenoterol, fumonisin-b1, pseudoephedrine"
3842,HPCA,,,5.98269E-05,,,
3843,HPCAL4,,,3.19208E-05,,,
3844,HPD,HP:0012759,1,,1.11796E-10,,
3845,HPDL,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,0.000172083,,
3846,HPGD,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,6.50827E-06,,"benzo(a)pyrene, CD-437, cycloheximide, dexamethasone, dichloroacetic-acid, ephedrine, estradiol, estradiol-benzoate, ethionamide, etidronic-acid, flecainide, heliotrine, pseudoephedrine, pyrimethamine, retinol, ritodrine, zidovudine"
3847,HPN,,,,6.39373E-05,,
3848,HPRT1,"HP:0006919, HP:0012759",2,0.008777598,,"dexamethasone, flecainide, ibuprofen, mephenytoin, metronidazole",
3849,HPS6,HP:0012759,1,,3.98539E-06,,
3850,HPSE2,,,,0.000834578,,
3851,HRAS,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",27,,0.000358467,,
3852,HRASLS,,,0.005842025,,,
3853,HRC,,,,4.12588E-06,,
3854,HRG,,,,2.26066E-14,,
3855,HRH3,,,0.029727363,,,
3856,HS3ST2,,,0.003448524,,,
3857,HS3ST3B1,,,,1.27056E-06,,
3858,HS3ST4,,,5.16393E-06,,,
3859,HS3ST5,,,0.00016243,,,
3860,HS3ST6,,,,2.33391E-08,,
3861,HS6ST2,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759, HP:0030047",6,0.008636294,,,
3862,HS6ST3,,,0.000384036,,,
3863,HSBP1L1,,,,2.25835E-05,,
3864,HSD11B1,,,,3.62214E-07,,"exemestane, idoxuridine, nimodipine, progesterone"
3865,HSD11B1L,,,0.00011696,,,
3866,HSD17B1,,,,6.21343E-08,,
3867,HSD17B10,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002180, HP:0002506, HP:0002538, HP:0002977, HP:0006892, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",18,,2.66731E-05,,
3868,HSD17B12,,,0.003060349,,,
3869,HSD17B13,,,,2.29945E-06,,
3870,HSD17B2,,,,3.26988E-20,,dimethadione
3871,HSD17B3,,,,1.09381E-05,,
3872,HSD17B4,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0006872, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007371, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0012762, HP:0100547, HP:0100705",27,0.000176344,,,
3873,HSD17B8,,,,1.04999E-06,,
3874,HSD3B1,,,,4.01745E-06,,
3875,HSD3B2,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,4.59943E-05,,digoxin
3876,HSD3B7,,,,5.49717E-11,,
3877,HSDL1,,,6.71508E-07,,,
3878,HSDL2,,,,3.86308E-06,,
3879,HSF1,,,,2.24662E-05,,
3880,HSH2D,,,,2.27451E-15,,
3881,HSP90AA1,,,,0.00063377,,quinidine
3882,HSP90AB1,,,,4.05756E-07,,
3883,HSP90B1,,,,1.8594E-05,,
3884,HSPA13,,,3.06045E-07,,,
3885,HSPA14,,,,1.1698E-05,,
3886,HSPA1A,,,,3.52515E-06,,"cyclosporin-a, lamotrigine, naproxen, triamcinolone"
3887,HSPA1B,,,,2.02098E-07,,
3888,HSPA2,,,,0.000105039,,"cilostazol, dacarbazine, diphenhydramine, heliotrine, isoreserpine, oxaprozin"
3889,HSPA5,,,,5.59593E-05,,alitretinoin
3890,HSPA6,,,,0.000153639,,"cyclophosphamide, cyclosporin-a, epinephrine, isoreserpine, triamcinolone, vincristine"
3891,HSPA8,,,0.001405154,,"benzo(a)pyrene, cyclopamine, cytarabine, diflorasone, flubendazole, haloperidol",
3892,HSPA9,"HP:0001273, HP:0002011, HP:0002060, HP:0002500, HP:0002977, HP:0006989, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,1.73318E-10,,
3893,HSPB1,HP:0012639,1,,7.00798E-08,,"cyclosporin-a, racephedrine"
3894,HSPB2,,,,1.96188E-12,,
3895,HSPB2-C11orf52,,,,3.43252E-09,,
3896,HSPB3,,,,7.92829E-10,,
3897,HSPB6,,,,4.47408E-14,,
3898,HSPB7,,,,1.94411E-20,,
3899,HSPB8,HP:0012639,1,,6.27723E-12,,"acyclovir, cilostazol, ethinyl-estradiol, ethionamide, ochratoxin-a, tianeptine, valproic-acid"
3900,HSPD1,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,3.51716E-11,,ethosuximide
3901,HSPE1,,,,6.02443E-10,,
3902,HSPG2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,1.90485E-05,,
3903,HTATIP2,,,,2.49919E-05,,
3904,HTATSF1,,,,0.00026719,,
3905,HTR2C,,,0.031269089,,,
3906,HTR3A,,,,4.46706E-07,,
3907,HTR3C,,,,6.35241E-05,,
3908,HTR3D,,,,0.000301725,,
3909,HTR5A,,,0.030574991,,,
3910,HTR5A-AS1,,,0.027736844,,,
3911,HTR6,,,,4.85785E-06,,
3912,HTRA2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0100547",16,,4.15998E-07,,
3913,HTRA3,,,,5.75025E-05,,
3914,HTRA4,,,,2.8856E-05,,
3915,HUNK,,,0.000554658,,,
3916,HUS1,,,,2.93158E-05,,
3917,HUS1B,,,,1.46023E-05,,
3918,HUWE1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",20,,0.000648407,,
3919,HYAL4,,,,5.76703E-09,,
3920,HYDIN,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.010359385,,,
3921,HYI,,,,1.38571E-07,,
3922,HYKK,,,,1.3987E-07,,
3923,IAH1,,,8.67644E-06,,,
3924,IARS2,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547",14,,2.10884E-08,,"fluconazole, imipramine"
3925,IBA57-AS1,,,,0.000158044,,
3926,IBSP,,,,9.96011E-05,,
3927,ICA1L,,,0.000249491,,,
3928,ICAM1,,,,3.9007E-05,,"methotrexate, ribavirin, trimethadione, warfarin"
3929,ICAM3,,,,8.94186E-08,,metrifonate
3930,ICAM4,,,,2.85023E-08,,
3931,ICMT,,,,1.77732E-05,,
3932,ICOS,"HP:0002011, HP:0012639",2,,3.94201E-08,,busulfan
3933,ICT1,,,,1.91323E-06,,
3934,ID1,,,,8.23099E-05,,"acyclovir, bupivacaine, chlorambucil, cycloheximide, flutamide, hydrocortisone, lamotrigine, leflunomide, menadione, methotrexate, ritodrine, selegiline"
3935,ID3,,,,1.00425E-05,,"acyclovir, chlorambucil, decitabine, depomedrol, diethylstilbestrol, fumonisin-b1, lamotrigine, mebendazole, selegiline"
3936,IDH3B,HP:0012759,1,,1.15195E-06,,
3937,IDNK,,,0.047041068,,,
3938,IDO1,,,,1.22925E-11,,"mifepristone, selegiline"
3939,IDO2,,,,2.47551E-07,,
3940,IER2,,,,0.000465863,,
3941,IER5,,,,2.89025E-05,,"ethosuximide, etretinate"
3942,IFI27L2,,,,4.32671E-06,,
3943,IFI30,,,,2.6362E-05,,"doxorubicin, triamcinolone"
3944,IFI35,,,,3.13832E-06,,
3945,IFIH1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002180, HP:0002500, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0009145, HP:0010994, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0040140, HP:0100547, HP:0100659",22,,4.90456E-05,,
3946,IFIT1,,,,0.000401722,,"acetazolamide, chlorcyclizine, corynanthine, mestinon, oxaprozin, procarbazine, pseudoephedrine"
3947,IFIT1B,,,,3.93504E-05,,
3948,IFIT2,,,,0.000107548,,
3949,IFIT3,,,,0.000255198,,
3950,IFITM10,,,0.017467797,,,
3951,IFITM2,,,,1.21558E-05,,"hydrocortisone, mifepristone, tianeptine"
3952,IFITM3,,,,5.96571E-06,,"diflorasone, hydrocortisone"
3953,IFNE,,,,0.000733304,,
3954,IFNG,"HP:0002011, HP:0002060, HP:0002118, HP:0002538, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100705, HP:0100707",10,,0.000171601,,
3955,IFNK,,,,0.00047483,,
3956,IFNLR1,,,,0.000175314,,
3957,IFRD2,,,,8.36865E-10,,"alitretinoin, diazepam, fumonisin-b1, imipramine, levisoprenaline, phenytoin, progesterone, propranolol, tolbutamide"
3958,IFRG15,,,,2.02625E-09,,
3959,IFT172,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",14,0.029794994,,,
3960,IFT20,,,,5.70981E-07,,
3961,IFT27,HP:0012759,1,,0.000139926,,
3962,IFT43,"HP:0002011, HP:0002118, HP:0007376, HP:0012443, HP:0012639",5,0.003633959,,,
3963,IGDCC3,,,2.22336E-05,,,
3964,IGF2,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002118, HP:0002143, HP:0002334, HP:0002414, HP:0002977, HP:0006817, HP:0007360, HP:0010301, HP:0010651, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0410043",21,,2.07332E-12,,
3965,IGF2BP1,,,,0.000262349,,
3966,IGF2R,,,,5.01584E-09,,
3967,IGFALS,,,,1.49917E-12,,
3968,IGFBP1,,,,4.97973E-06,,"albendazole, cyclophosphamide, ethinyl-estradiol, mefenamic-acid"
3969,IGFBP3,,,,1.42827E-09,,"chloramphenicol, fluconazole, hexachlorophene"
3970,IGFBP4,,,,5.20263E-05,,"diphenhydramine, etoposide, flutamide, hydrocortisone, reserpine, sparfloxacin, sulfasalazine, terbutaline, tolfenamic-acid"
3971,IGFBP6,,,,1.57561E-05,,"levisoprenaline, terbutaline, thiotepa, tretinoin"
3972,IGFBPL1,,,0.011067552,,,
3973,IGFL2,,,0.021007703,,,
3974,IGFL4,,,0.001152239,,,
3975,IGFLR1,,,,7.79506E-07,,
3976,IGFN1,,,,3.48419E-06,,
3977,IGHMBP2,"HP:0002011, HP:0007367, HP:0012639, HP:0012757",4,,3.73673E-05,,
3978,IGJ,,,,7.95498E-16,,
3979,IGLL1,"HP:0002011, HP:0012639",2,,2.20938E-10,,
3980,IGLL5,,,,1.68489E-12,,
3981,IGLON5,,,4.29665E-13,,,
3982,IGSF1,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,6.39837E-05,,
3983,IGSF21,,,1.19737E-05,,,
3984,IGSF23,,,,5.45338E-11,,
3985,IGSF3,,,0.005934993,,,
3986,IHH,,,,7.88272E-05,,
3987,IK,,,,7.49286E-05,,
3988,IKBKE,,,,0.000590869,,"daunorubicin, diphenhydramine, ethotoin, flubendazole, lidocaine, lithocholic-acid, sertaconazole, vidarabine, zidovudine"
3989,IKBKG,"HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002143, HP:0002414, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0010301, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0410043",18,,0.000146621,,
3990,IKZF3,,,,9.0919E-12,,
3991,IKZF4,,,0.049383022,,,
3992,IL10,"HP:0002011, HP:0012639, HP:0012759",3,,0.0001264,,
3993,IL11RA,,,,3.09178E-10,,
3994,IL12B,,,,0.000179958,,
3995,IL12RB1,,,,0.000381747,,
3996,IL12RB2,,,,0.000807985,,
3997,IL13RA1,,,,0.000888421,,
3998,IL15,,,,0.000182011,,digoxin
3999,IL15RA,,,,2.76151E-06,,
4000,IL17B,,,,3.56468E-08,,
4001,IL17RC,,,,5.47046E-06,,
4002,IL17RE,,,,5.79499E-20,,
4003,IL18,,,,0.000400593,,fumonisin-b1
4004,IL18R1,,,,1.0063E-15,,
4005,IL18RAP,,,,2.30845E-08,,
4006,IL19,,,,0.000158924,,
4007,IL1R1,,,,9.00242E-12,,"beclometasone, cyclopamine, ketorolac, parbendazole, perphenazine, triamcinolone"
4008,IL1R2,,,,5.45887E-16,,
4009,IL1RAPL1,"HP:0002011, HP:0012639, HP:0012703, HP:0012759",4,4.47361E-05,,,
4010,IL1RL1,,,,8.96355E-16,,phenytoin
4011,IL1RN,HP:0012759,1,,1.79202E-05,,haloperidol
4012,IL2,,,,0.000362363,,
4013,IL20,,,,0.000217918,,
4014,IL20RA,,,,1.7328E-10,,
4015,IL21R,,,,4.98702E-06,,
4016,IL22RA1,,,,9.43859E-10,,
4017,IL22RA2,,,,6.63625E-07,,
4018,IL23A,,,,0.000156994,,
4019,IL23R,"HP:0002011, HP:0012639, HP:0012759",3,,3.1755E-11,,
4020,IL27,,,,6.97036E-06,,
4021,IL27RA,,,,0.000796032,,"ethinylestradiol, sulfasalazine"
4022,IL2RA,,,,3.87635E-08,,
4023,IL2RB,,,,1.24853E-11,,
4024,IL2RG,"HP:0002011, HP:0012639",2,,1.31297E-06,,"daunorubicin, TTNPB"
4025,IL31RA,,,,2.8553E-07,,
4026,IL32,,,,3.70814E-06,,"diphenhydramine, idoxuridine, ifosfamide"
4027,IL33,,,,0.000102585,,
4028,IL36RN,,,,0.000207296,,
4029,IL37,HP:0012759,1,,0.000105045,,
4030,IL3RA,,,0.004526037,,,
4031,IL4I1,,,,2.76468E-07,,
4032,IL4R,,,,7.46701E-05,,
4033,IL6,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000714794,,"acebutolol, levisoprenaline, valproic-acid, vigabatrin"
4034,IL6ST,HP:0012759,1,,0.000780367,,"beclometasone, depomedrol, mometasone"
4035,IL7R,,,,0.000165183,,"cilostazol, metronidazole"
4036,ILDR1,,,,4.8566E-09,,
4037,ILDR2,,,0.001246151,,,
4038,ILF3,,,,7.56847E-06,,
4039,ILK,,,,0.00064506,,
4040,IMMP1L,,,0.001368081,,,
4041,IMP3,,,,3.84519E-06,,
4042,IMP4,,,,5.08523E-05,,
4043,IMPA1,"HP:0006919, HP:0012759",2,,1.25886E-08,,
4044,IMPA2,,,,2.52023E-05,,"diflorasone, isoxsuprine"
4045,IMPDH2,,,,1.06544E-08,,exemestane
4046,IMPG1,HP:0012759,1,,0.000253063,,
4047,IMPG2,HP:0012759,1,0.003144009,,,
4048,INA,,,4.29879E-12,,valproic-acid,
4049,INCA1,,,,1.39168E-07,,
4050,INF2,HP:0012639,1,,0.000100886,,
4051,ING1,,,,0.000256484,,
4052,ING2,,,,7.84796E-07,,mefenamic-acid
4053,INHBB,,,0.026905062,,"cyclosporin-a, domperidone, ibuprofen",
4054,INHBC,,,,0.000215755,,
4055,INHBE,,,,6.59667E-05,,"corticosterone, mifepristone"
4056,INIP,,,,0.000187315,,
4057,INMT,,,,4.84628E-13,,
4058,INO80B,,,,1.12056E-09,,
4059,INO80E,,,,1.8548E-06,,
4060,INPP4A,,,8.53897E-06,,,
4061,INPP5F,,,4.90445E-09,,,
4062,INPPL1,,,,9.3486E-05,,
4063,INS,"HP:0012639, HP:0012759",2,,4.78508E-22,,
4064,INSC,,,,2.81596E-06,,
4065,INS-IGF2,,,,0.000260402,,
4066,INSL3,,,,6.70864E-08,,
4067,INSL4,,,,0.000242078,,
4068,INSM1,,,0.008451147,,dexketoprofen,
4069,INTS1,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007068, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",14,,2.96018E-07,,
4070,INTS3,,,,0.000893514,,CD-437
4071,INTS5,,,,1.73646E-05,,
4072,INTS7,,,0.00948447,,,
4073,INTU,"HP:0002011, HP:0002118, HP:0012443, HP:0012639, HP:0012759",5,0.014748147,,,
4074,IP6K3,,,,1.42422E-08,,
4075,IPMK,,,0.000953666,,,
4076,IPO4,,,,1.57885E-08,,
4077,IPO5,,,,3.03877E-05,,
4078,IPO7,,,,0.000901194,,
4079,IPO9,,,1.17594E-08,,,
4080,IPP,,,,0.000367684,,
4081,IPPK,,,0.019022361,,,
4082,IQCC,,,,1.94352E-07,,
4083,IQCH,,,0.043210462,,,
4084,IQCJ,,,1.97243E-05,,,
4085,IQCJ-SCHIP1,,,1.17008E-05,,,
4086,IQGAP1,,,,5.81947E-05,,"quinidine, vidarabine"
4087,IQGAP3,,,,0.000803651,,
4088,IQSEC2,"HP:0001273, HP:0002011, HP:0002060, HP:0002062, HP:0002118, HP:0002492, HP:0002500, HP:0002977, HP:0006919, HP:0007016, HP:0007364, HP:0007365, HP:0007370, HP:0012443, HP:0012639, HP:0012703, HP:0012759, HP:0100547",18,0.001988088,,,
4089,IQSEC3,,,0.026940601,,,
4090,IRAK1,,,,1.2457E-05,,
4091,IRAK1BP1,,,0.002220926,,,
4092,IRAK4,,,,8.72432E-05,,
4093,IREB2,"HP:0012639, HP:0012759",2,,0.000404835,,
4094,IRF1,,,,1.87834E-08,,"idoxuridine, selegiline"
4095,IRF2BP2,,,,0.000205114,,
